,Asset,Date,Open,High,Low,Close,Volume,UnadjClose
0,4295907168,1986-03-13,,0.150432407994801,0.131146201841621,0.144013958587023,696598900.441864,28.002
1,4295907168,1986-03-14,,0.151728441048294,0.144013958587023,0.149136374941307,208050249.392283,28.998
2,4295907168,1986-03-17,,0.153024474101788,0.149136374941307,0.151728441048294,89908818.0551325,29.502
3,4295907168,1986-03-18,,0.153024474101788,0.146575166764165,0.147871199817658,44876633.2334009,28.752
4,4295907168,1986-03-19,,0.149136374941307,0.144013958587023,0.145309991640516,32335286.4242399,28.254
5,4295907168,1986-03-20,,0.145309991640516,0.140156717356387,0.141421892480035,39451771.5903685,27.498
6,4295907168,1986-03-21,,0.144013958587023,0.135003443072257,0.137595509179244,40501744.8116005,26.754
7,4295907168,1986-03-24,,0.137595509179244,0.132442234895115,0.133707410018763,44079431.3432062,25.998
8,4295907168,1986-03-25,,0.136299476125751,0.132442234895115,0.136299476125751,21660558.6750471,26.502
9,4295907168,1986-03-26,,0.141421892480035,0.135003443072257,0.140156717356387,15360719.3476545,27.252
10,4295907168,1986-03-27,,0.142717925533529,0.140156717356387,0.142717925533529,11374709.8966809,27.75
11,4295907168,1986-03-31,,0.142717925533529,0.138860684302893,0.141421892480035,8691444.9979767,27.498
12,4295907168,1986-04-01,,0.141421892480035,0.140156717356387,0.140156717356387,7485920.18841393,27.252
13,4295907168,1986-04-02,,0.144013958587023,0.140156717356387,0.141421892480035,18238423.7317721,27.498
14,4295907168,1986-04-03,,0.146575166764165,0.142717925533529,0.142717925533529,15555158.8330679,27.75
15,4295907168,1986-04-04,,0.144013958587023,0.142717925533529,0.142717925533529,17946764.5036521,27.75
16,4295907168,1986-04-07,,0.144013958587023,0.137595509179244,0.140156717356387,11180270.4112676,27.252
17,4295907168,1986-04-08,,0.144013958587023,0.140156717356387,0.141421892480035,6922045.68071522,27.498
18,4295907168,1986-04-09,,0.145309991640516,0.141421892480035,0.144013958587023,8205346.28444333,28.002
19,4295907168,1986-04-10,,0.146575166764165,0.141421892480035,0.145309991640516,9371983.19692342,28.254
20,4295907168,1986-04-11,,0.150432407994801,0.146575166764165,0.147871199817658,11627481.2277183,28.752
21,4295907168,1986-04-14,,0.150432407994801,0.147871199817658,0.149136374941307,8205346.28444333,28.998
22,4295907168,1986-04-15,,0.149136374941307,0.144013958587023,0.149136374941307,6280395.37885117,28.998
23,4295907168,1986-04-16,,0.15558568227893,0.147871199817658,0.154289649225437,21543894.9837991,30.0
