,Asset,Date,Open,High,Low,Close,Volume,UnadjClose
0,4295902158,2002-05-23,1.156427415,1.2428559,1.14571314,1.196427375,104790104.790105,16.75
1,4295902158,2002-05-24,1.2142845,1.224998775,1.19714166,1.20999879,11104811.1048111,16.94
2,4295902158,2002-05-28,1.213570215,1.232141625,1.1571417,1.1571417,6609406.60940661,16.2
3,4295902158,2002-05-29,1.16428455,1.16428455,1.0857132,1.103570325,6757806.75780676,15.45
4,4295902158,2002-05-30,1.107856035,1.107856035,1.0714275,1.0714275,10154210.1542102,15.0
5,4295902158,2002-05-31,1.07857035,1.07857035,1.0714275,1.076427495,8464408.46440846,15.07
6,4295902158,2002-06-03,1.07999892,1.149284565,1.076427495,1.1285703,3151403.15140315,15.8
7,4295902158,2002-06-04,1.13571315,1.13999886,1.110713175,1.117856025,3105203.10520311,15.65
8,4295902158,2002-06-05,1.110713175,1.159284555,1.10714175,1.14714171,1531601.53160153,16.06
9,4295902158,2002-06-06,1.14999885,1.232141625,1.148713137,1.182141675,2305802.30580231,16.55
10,4295902158,2002-06-07,1.177855965,1.177855965,1.103570325,1.11857031,1369201.36920137,15.66
11,4295902158,2002-06-10,1.134998865,1.174998825,1.1349274365,1.1564988435,484400.484400484,16.191
12,4295902158,2002-06-11,1.1564988435,1.18857024,1.1285703,1.153570275,1003801.003801,16.15
13,4295902158,2002-06-12,1.1536417035,1.182141675,1.0893560535,1.09285605,1799001.7990018,15.3
14,4295902158,2002-06-13,1.10428461,1.122141735,1.07999892,1.08285606,2567602.56760257,15.16
15,4295902158,2002-06-14,1.082141775,1.0856417715,0.97999902,0.986427585,4783804.78380478,13.81
16,4295902158,2002-06-17,1.013570415,1.059284655,0.917856225,0.922141935,4855204.85520486,12.91
17,4295902158,2002-06-18,0.93857049,0.939284775,0.842142015,0.910713375,10808010.8080108,12.75
18,4295902158,2002-06-19,0.91142766,0.996427575,0.89285625,0.95142762,5482405.48240548,13.32
19,4295902158,2002-06-20,0.9714276,1.03999896,0.94999905,0.9571419,6111006.11100611,13.4
20,4295902158,2002-06-21,0.982141875,0.989284725,0.947856195,0.979284735,2346402.34640235,13.71
21,4295902158,2002-06-24,0.979284735,1.0142847,0.9571419,0.97857045,2567602.56760257,13.7
22,4295902158,2002-06-25,0.98857044,1.00714185,0.94714191,0.96428475,3941003.94100394,13.5
23,4295902158,2002-06-26,0.963570465,0.996427575,0.92142765,0.98857044,2924602.92460292,13.84
24,4295902158,2002-06-27,1.009284705,1.01857041,0.9434990565,0.943570485,3817803.81780382,13.21
25,4295902158,2002-06-28,0.960713325,1.013570415,0.960713325,0.999284715,10045010.04501,13.99
26,4295902158,2002-07-01,0.999999,1.046427525,0.99285615,1.027856115,4585004.58500458,14.39
27,4295902158,2002-07-02,1.053570375,1.1956416615,1.039284675,1.17285597,9020209.02020902,16.42
28,4295902158,2002-07-03,1.17857025,1.2142845,1.117856025,1.2142845,4957404.95740496,17.0
29,4295902158,2002-07-05,1.2142845,1.299284415,1.213570215,1.276427295,2003402.003402,17.87
30,4295902158,2002-07-08,1.252141605,1.252141605,1.167855975,1.17571311,1953001.95300195,16.46
31,4295902158,2002-07-09,1.174998825,1.196427375,1.1142846,1.160713125,2935802.93580294,16.25
32,4295902158,2002-07-10,1.16142741,1.17857025,1.1322131535,1.163570265,1554001.55400155,16.29
33,4295902158,2002-07-11,1.15428456,1.27857015,1.13285601,1.269284445,2529802.52980253,17.77
34,4295902158,2002-07-12,1.27857015,1.27999872,1.20714165,1.207855935,2837802.83780284,16.91
35,4295902158,2002-07-15,1.2428559,1.24857018,1.076427495,1.142856,4239204.23920424,16.0
36,4295902158,2002-07-16,1.15285599,1.1571417,1.10428461,1.126427445,1941801.94180194,15.77
37,4295902158,2002-07-17,1.144998855,1.163570265,1.07571321,1.089284625,1264201.26420126,15.25
38,4295902158,2002-07-18,1.11714174,1.166427405,1.110713175,1.149284565,2899402.8994029,16.09
39,4295902158,2002-07-19,1.15285599,1.160713125,1.122141735,1.15999884,1792001.79200179,16.24
40,4295902158,2002-07-22,1.13571315,1.179284535,1.116427455,1.170713115,1930601.93060193,16.39
41,4295902158,2002-07-23,1.176427395,1.213570215,1.130713155,1.146427425,2958202.95820296,16.05
42,4295902158,2002-07-24,1.146427425,1.159284555,1.07428464,1.1142846,3075803.07580308,15.6
